date;end_date;label
2011-04-29 00:00:00.000000;2011-04-29 04:03:45.662290;sleeping
2011-04-29 04:03:45.662290;2011-04-29 07:17:35.971266;sleeping
2011-04-29 07:17:35.971266;2011-04-29 07:37:53.720451;sleeping
2011-04-29 07:37:53.720451;2011-04-29 09:05:21.587995;relax
2011-04-29 09:05:21.587995;2011-04-29 09:05:28.927442;leave_home
2011-04-29 09:05:28.927442;2011-04-29 09:10:37.263199;relax
2011-04-29 09:10:37.263199;2011-04-29 09:56:31.100823;eating
2011-04-29 09:56:31.100823;2011-04-29 10:00:53.676546;meal_preparation
2011-04-29 10:00:53.676546;2011-04-29 10:28:17.102303;relax
2011-04-29 10:28:17.102303;2011-04-29 10:28:21.226987;leave_home
2011-04-29 10:28:21.226988;2011-04-29 10:28:25.634191;leave_home
2011-04-29 10:28:25.634190;2011-04-29 10:28:29.783532;leave_home
2011-04-29 10:28:29.783533;2011-04-29 10:41:39.160428;relax
2011-04-29 10:41:39.160428;2011-04-29 10:53:47.166177;relax
2011-04-29 10:53:47.166177;2011-04-29 11:07:38.275828;relax
2011-04-29 11:07:38.275828;2011-04-29 11:36:50.881420;relax
2011-04-29 11:36:50.881420;2011-04-29 11:36:55.381739;leave_home
2011-04-29 11:36:55.381739;2011-04-29 11:36:57.799299;leave_home
2011-04-29 11:36:57.799299;2011-04-29 11:37:01.458640;leave_home
2011-04-29 11:37:01.458640;2011-04-29 11:37:09.147789;leave_home
2011-04-29 11:37:09.147789;2011-04-29 12:58:22.853059;work
2011-04-29 12:58:22.853059;2011-04-29 12:58:29.428825;leave_home
2011-04-29 12:58:29.428825;2011-04-29 13:19:38.236738;relax
2011-04-29 13:19:38.236738;2011-04-29 13:42:12.574318;relax
2011-04-29 13:42:12.574318;2011-04-29 14:54:47.420413;relax
2011-04-29 14:54:47.420413;2011-04-29 16:11:32.294896;relax
2011-04-29 16:11:32.294896;2011-04-29 16:18:51.042200;relax
2011-04-29 16:18:51.042199;2011-04-29 16:42:32.964904;relax
2011-04-29 16:42:32.964905;2011-04-29 17:37:45.862313;relax
2011-04-29 17:37:45.862313;2011-04-29 19:16:41.193114;relax
2011-04-29 19:16:41.193114;2011-04-29 19:26:09.408162;eating
2011-04-29 19:26:09.408162;2011-04-29 19:32:25.185238;meal_preparation
2011-04-29 19:32:25.185238;2011-04-29 20:19:00.394089;relax
2011-04-29 20:19:00.394089;2011-04-29 20:23:28.042638;eating
2011-04-29 20:23:28.042637;2011-04-29 20:37:26.139778;work
2011-04-29 20:37:26.139778;2011-04-29 22:07:08.769008;relax
2011-04-29 22:07:08.769009;2011-04-29 22:14:27.560162;relax
2011-04-29 22:14:27.560162;2011-04-29 23:30:18.208066;relax
2011-04-29 23:30:18.208066;2011-04-29 23:30:57.203430;bed_to_toilet
2011-04-29 23:30:57.203430;2011-04-30 01:56:04.189226;relax
2011-04-30 01:56:04.189226;2011-04-30 05:51:01.065680;sleeping
