case_id;date;end_date;label
20110428;2011-04-28 00:03:50.209589;2011-04-28 03:19:56.209589;sleeping
20110428;2011-04-28 03:19:56.209589;2011-04-28 03:23:52.209589;bed_to_toilet
20110428;2011-04-28 03:23:52.209589;2011-04-28 13:39:20.209589;sleeping
20110428;2011-04-28 13:39:20.209589;2011-04-28 13:39:22.209589;leave_home
20110428;2011-04-28 13:39:22.209589;2011-04-28 13:39:40.209589;enter_home
20110428;2011-04-28 13:39:40.209589;2011-04-28 13:39:41.209589;leave_home
20110428;2011-04-28 13:39:41.209589;2011-04-28 13:39:51.209589;enter_home
20110428;2011-04-28 13:39:51.209589;2011-04-28 13:40:00.209589;leave_home
20110428;2011-04-28 13:40:00.209589;2011-04-28 13:45:17.209589;meal_preparation
20110428;2011-04-28 13:45:17.209589;2011-04-28 14:08:02.209589;meal_preparation
20110428;2011-04-28 14:08:02.209589;2011-04-28 14:08:04.209589;leave_home
20110428;2011-04-28 14:08:04.209589;2011-04-28 14:08:22.209589;enter_home
20110428;2011-04-28 14:08:22.209589;2011-04-28 14:08:32.209589;leave_home
20110428;2011-04-28 14:08:32.209589;2011-04-28 14:08:40.209589;enter_home
20110428;2011-04-28 14:08:40.209589;2011-04-28 14:09:05.209589;leave_home
20110428;2011-04-28 14:09:05.209589;2011-04-28 14:14:52.209589;meal_preparation
20110428;2011-04-28 14:14:52.209589;2011-04-28 14:15:07.209589;leave_home
20110428;2011-04-28 14:15:07.209589;2011-04-28 14:15:21.209589;enter_home
20110428;2011-04-28 14:15:21.209589;2011-04-28 14:15:23.209589;leave_home
20110428;2011-04-28 14:15:23.209589;2011-04-28 14:15:31.209589;enter_home
20110428;2011-04-28 14:15:31.209589;2011-04-28 14:27:58.209589;meal_preparation
20110428;2011-04-28 14:27:58.209589;2011-04-28 14:28:01.209589;leave_home
20110428;2011-04-28 14:28:01.209589;2011-04-28 14:28:20.209589;enter_home
20110428;2011-04-28 14:28:20.209589;2011-04-28 14:46:36.209589;housekeeping
20110428;2011-04-28 14:46:36.209589;2011-04-28 14:46:48.209589;enter_home
20110428;2011-04-28 14:46:48.209589;2011-04-28 14:46:57.209589;leave_home
20110428;2011-04-28 14:46:57.209589;2011-04-28 14:47:08.209589;enter_home
20110428;2011-04-28 14:47:08.209589;2011-04-28 14:47:22.209589;leave_home
20110428;2011-04-28 14:47:22.209589;2011-04-28 14:47:23.209589;enter_home
20110428;2011-04-28 14:47:23.209589;2011-04-28 15:24:34.209589;housekeeping
20110428;2011-04-28 15:24:34.209589;2011-04-28 15:24:43.209589;enter_home
20110428;2011-04-28 15:24:43.209589;2011-04-28 15:35:27.209589;meal_preparation
20110428;2011-04-28 15:35:27.209589;2011-04-28 15:42:48.209589;meal_preparation
20110428;2011-04-28 15:42:48.209589;2011-04-28 16:06:17.209589;meal_preparation
20110428;2011-04-28 16:06:17.209589;2011-04-28 16:07:21.209589;meal_preparation
20110428;2011-04-28 16:07:21.209589;2011-04-28 16:12:10.209589;meal_preparation
20110428;2011-04-28 16:12:10.209589;2011-04-28 16:34:59.209589;meal_preparation
20110428;2011-04-28 16:34:59.209589;2011-04-28 16:35:59.209589;meal_preparation
20110428;2011-04-28 16:35:59.209589;2011-04-28 16:47:23.209589;meal_preparation
20110428;2011-04-28 16:47:23.209589;2011-04-28 17:14:36.209589;meal_preparation
20110428;2011-04-28 17:14:36.209589;2011-04-28 17:15:58.209589;eating
20110428;2011-04-28 17:15:58.209589;2011-04-28 17:19:24.209589;meal_preparation
20110428;2011-04-28 17:19:24.209589;2011-04-28 17:19:31.209589;enter_home
20110428;2011-04-28 17:19:31.209589;2011-04-28 17:44:07.209589;work
20110428;2011-04-28 17:44:07.209589;2011-04-28 18:01:46.209589;meal_preparation
20110428;2011-04-28 18:01:46.209589;2011-04-28 18:07:07.209589;meal_preparation
20110428;2011-04-28 18:07:07.209589;2011-04-28 18:07:22.209589;enter_home
