case_id;date;end_date;label
20101104;2010-11-04 00:03:50.209589;2010-11-04 05:40:43.642664;sleeping
20101104;2010-11-04 05:40:51.303739;2010-11-04 05:43:30.279021;bed_to_toilet
20101104;2010-11-04 05:43:45.732400;2010-11-04 08:01:12.282970;sleeping
20101104;2010-11-04 08:11:09.966157;2010-11-04 08:27:02.801314;meal_preparation
20101104;2010-11-04 08:33:52.929406;2010-11-04 08:35:45.822482;meal_preparation
20101104;2010-11-04 09:29:23.223133;2010-11-04 09:34:05.780570;relax
20101104;2010-11-04 09:34:16.851472;2010-11-04 09:44:40.315639;housekeeping
20101104;2010-11-04 09:48:52.342223;2010-11-04 09:53:02.954445;meal_preparation
20101104;2010-11-04 09:54:58.753743;2010-11-04 09:56:27.334395;meal_preparation
20101104;2010-11-04 09:56:41.831135;2010-11-04 09:59:04.438334;eating
20101104;2010-11-04 09:59:47.894921;2010-11-04 10:02:48.972200;eating
20101104;2010-11-04 10:03:21.966597;2010-11-04 10:04:25.772378;wash_dishes
20101104;2010-11-04 11:29:08.108298;2010-11-04 11:33:48.313567;housekeeping
20101104;2010-11-04 11:41:34.029848;2010-11-04 11:41:43.345957;leave_home
20101104;2010-11-04 11:43:30.094537;2010-11-04 11:43:34.683398;enter_home
20101104;2010-11-04 11:43:53.784103;2010-11-04 11:43:58.371827;leave_home
20101104;2010-11-04 11:47:48.042367;2010-11-04 11:47:52.575602;enter_home
20101104;2010-11-04 14:46:25.648668;2010-11-04 15:13:24.311043;relax
20101104;2010-11-04 15:23:00.012287;2010-11-04 15:25:33.571046;meal_preparation
20101104;2010-11-04 15:25:35.233346;2010-11-04 15:28:42.550415;eating
20101104;2010-11-04 15:47:48.178484;2010-11-04 16:10:33.632772;work
20101104;2010-11-04 16:15:57.476492;2010-11-04 16:21:58.473670;relax
20101104;2010-11-04 16:21:59.792013;2010-11-04 16:31:26.780941;meal_preparation
20101104;2010-11-04 16:32:53.242196;2010-11-04 16:34:13.718409;meal_preparation
20101104;2010-11-04 16:36:10.081963;2010-11-04 17:06:00.365984;meal_preparation
20101104;2010-11-04 17:06:21.690589;2010-11-04 17:27:12.160580;relax
20101104;2010-11-04 17:27:13.899589;2010-11-04 17:27:55.351855;meal_preparation
20101104;2010-11-04 17:28:26.929572;2010-11-04 17:33:54.754187;relax
20101104;2010-11-04 17:35:16.153016;2010-11-04 17:37:11.693732;eating
20101104;2010-11-04 17:37:24.341684;2010-11-04 17:55:20.509057;wash_dishes
20101104;2010-11-04 17:55:24.901401;2010-11-04 17:57:47.397780;work
20101105;2010-11-05 00:00:11.187975;2010-11-05 04:18:05.416805;sleeping
20101105;2010-11-05 04:18:09.406239;2010-11-05 04:20:50.109684;bed_to_toilet
20101105;2010-11-05 04:21:04.241472;2010-11-05 07:48:11.449954;sleeping
20101105;2010-11-05 07:54:57.970369;2010-11-05 07:58:23.566091;meal_preparation
20101105;2010-11-05 07:58:49.065697;2010-11-05 08:00:59.944280;work
20101105;2010-11-05 08:22:17.676499;2010-11-05 08:35:20.117954;work
20101105;2010-11-05 08:35:50.265168;2010-11-05 08:57:18.702855;work
20101105;2010-11-05 09:04:06.011468;2010-11-05 09:05:14.891311;work
20101105;2010-11-05 09:26:22.307149;2010-11-05 09:30:15.583194;work
20101105;2010-11-05 09:35:08.728049;2010-11-05 09:37:03.463118;relax
20101105;2010-11-05 09:42:01.926042;2010-11-05 11:12:02.564360;housekeeping
20101105;2010-11-05 11:14:14.724634;2010-11-05 11:14:43.114534;leave_home
20101105;2010-11-05 12:48:12.332642;2010-11-05 12:48:16.949591;enter_home
20101105;2010-11-05 12:59:38.064949;2010-11-05 13:00:23.781043;leave_home
20101105;2010-11-05 13:00:33.391399;2010-11-05 13:01:23.042940;enter_home
20101105;2010-11-05 13:25:15.390393;2010-11-05 13:25:20.021554;leave_home
20101105;2010-11-05 13:25:30.548695;2010-11-05 13:25:35.120939;enter_home
20101105;2010-11-05 13:27:35.194985;2010-11-05 13:30:09.241181;work
20101105;2010-11-05 13:38:02.788861;2010-11-05 13:45:53.711039;relax
20101105;2010-11-05 13:49:02.323380;2010-11-05 13:49:08.753927;leave_home
20101105;2010-11-05 15:50:59.393661;2010-11-05 15:51:04.444616;enter_home
20101105;2010-11-05 16:00:09.934144;2010-11-05 16:00:14.165238;leave_home
20101105;2010-11-05 16:19:06.936435;2010-11-05 16:19:10.650203;enter_home
20101105;2010-11-05 16:19:38.608137;2010-11-05 16:20:04.759502;meal_preparation
20101105;2010-11-05 16:21:25.905454;2010-11-05 16:25:35.478871;meal_preparation
20101105;2010-11-05 16:25:44.067607;2010-11-05 16:29:13.880311;eating
20101105;2010-11-05 16:29:30.826602;2010-11-05 16:30:21.137501;wash_dishes
20101105;2010-11-05 16:30:40.898509;2010-11-05 16:30:45.401690;leave_home
20101105;2010-11-05 16:30:56.014672;2010-11-05 16:31:00.293569;enter_home
20101105;2010-11-05 22:20:33.945948;2010-11-05 22:38:23.755897;work
20101105;2010-11-05 22:48:22.713829;2010-11-06 04:23:40.440892;sleeping
20101106;2010-11-06 04:23:50.544193;2010-11-06 04:27:00.048965;bed_to_toilet
20101106;2010-11-06 04:27:34.658690;2010-11-06 08:57:49.832587;sleeping
20101106;2010-11-06 09:09:44.374728;2010-11-06 09:19:14.719135;meal_preparation
20101106;2010-11-06 09:21:10.829516;2010-11-06 09:28:18.535625;meal_preparation
20101106;2010-11-06 09:28:19.566626;2010-11-06 09:37:40.974527;eating
20101106;2010-11-06 09:38:24.364374;2010-11-06 09:41:18.711268;wash_dishes
20101106;2010-11-06 10:28:15.508737;2010-11-06 10:30:39.829044;work
20101106;2010-11-06 10:36:44.701754;2010-11-06 11:11:04.974456;housekeeping
20101106;2010-11-06 11:11:08.204165;2010-11-06 11:25:23.510404;relax
20101106;2010-11-06 11:25:43.063825;2010-11-06 11:48:21.532025;housekeeping
20101106;2010-11-06 11:55:15.837614;2010-11-06 11:56:11.347205;meal_preparation
20101106;2010-11-06 11:58:12.195368;2010-11-06 12:02:08.363476;meal_preparation
20101106;2010-11-06 12:02:29.411879;2010-11-06 12:09:53.753134;eating
20101106;2010-11-06 12:09:59.911038;2010-11-06 12:11:57.556951;wash_dishes
20101106;2010-11-06 12:35:50.690281;2010-11-06 12:49:00.074717;eating
20101106;2010-11-06 13:01:51.705939;2010-11-06 13:01:56.074024;leave_home
20101106;2010-11-06 16:59:10.966903;2010-11-06 16:59:22.162185;enter_home
20101106;2010-11-06 17:05:28.374194;2010-11-06 17:05:32.954193;leave_home
20101106;2010-11-06 17:06:00.159226;2010-11-06 17:06:04.543748;enter_home
20101106;2010-11-06 17:07:53.357148;2010-11-06 17:07:58.335361;leave_home
20101106;2010-11-06 17:34:42.439944;2010-11-06 17:34:46.536715;enter_home
20101106;2010-11-06 18:29:36.376297;2010-11-06 18:41:18.641850;relax
20101106;2010-11-06 19:59:48.580042;2010-11-06 20:41:11.292478;relax
20101106;2010-11-06 20:46:41.625772;2010-11-06 20:54:02.243294;relax
20101106;2010-11-06 21:01:03.253916;2010-11-06 22:27:07.253830;relax
20101106;2010-11-06 22:27:35.324056;2010-11-06 22:36:08.232277;relax
20101106;2010-11-06 22:46:34.602305;2010-11-06 23:26:55.246823;relax
20101106;2010-11-06 23:28:33.047775;2010-11-06 23:52:55.711749;work
20101107;2010-11-07 00:02:39.008130;2010-11-07 00:34:46.642929;sleeping
20101107;2010-11-07 00:34:48.871659;2010-11-07 00:35:36.223000;bed_to_toilet
20101107;2010-11-07 00:36:18.148567;2010-11-07 03:43:08.414022;sleeping
20101107;2010-11-07 03:43:19.802838;2010-11-07 03:46:23.886632;bed_to_toilet
20101107;2010-11-07 03:46:41.571929;2010-11-07 03:47:14.894366;sleeping
20101107;2010-11-07 03:49:20.647413;2010-11-07 03:51:17.964123;bed_to_toilet
