date;end_date;label
2010-11-08 00:00:00.000000;2010-11-08 05:10:20.074144;sleeping
2010-11-08 05:10:20.074144;2010-11-08 07:56:01.498900;sleeping
2010-11-08 07:56:01.498900;2010-11-08 07:57:08.236280;relax
2010-11-08 07:57:08.236280;2010-11-08 07:58:26.691422;meal_preparation
2010-11-08 07:58:26.691423;2010-11-08 08:10:04.916208;relax
2010-11-08 08:10:04.916208;2010-11-08 08:19:48.099041;relax
2010-11-08 08:19:48.099041;2010-11-08 08:30:54.116837;relax
2010-11-08 08:30:54.116838;2010-11-08 08:34:54.945796;meal_preparation
2010-11-08 08:34:54.945796;2010-11-08 08:47:19.826184;relax
2010-11-08 08:47:19.826184;2010-11-08 08:57:42.865978;eating
2010-11-08 08:57:42.865978;2010-11-08 09:58:59.832363;relax
2010-11-08 09:58:59.832362;2010-11-08 10:02:47.689737;meal_preparation
2010-11-08 10:02:47.689738;2010-11-08 10:04:14.989118;meal_preparation
2010-11-08 10:04:14.989117;2010-11-08 10:04:20.716113;meal_preparation
2010-11-08 10:04:20.716113;2010-11-08 10:04:39.487085;meal_preparation
2010-11-08 10:04:39.487085;2010-11-08 10:05:07.403791;meal_preparation
2010-11-08 10:05:07.403791;2010-11-08 10:06:29.728064;eating
2010-11-08 10:06:29.728064;2010-11-08 10:08:01.409613;meal_preparation
2010-11-08 10:08:01.409613;2010-11-08 10:09:23.733886;eating
2010-11-08 10:09:23.733886;2010-11-08 10:10:55.415435;meal_preparation
2010-11-08 10:10:55.415435;2010-11-08 10:15:18.880491;eating
2010-11-08 10:15:18.880491;2010-11-08 10:15:30.068353;eating
2010-11-08 10:15:30.068353;2010-11-08 10:21:50.248968;work
2010-11-08 10:21:50.248968;2010-11-08 10:31:29.461038;eating
2010-11-08 10:31:29.461038;2010-11-08 10:31:33.964256;enter_home
2010-11-08 10:31:33.964256;2010-11-08 10:31:37.344103;leave_home
2010-11-08 10:31:37.344103;2010-11-08 10:31:41.646130;leave_home
2010-11-08 10:31:41.646130;2010-11-08 10:31:45.512718;leave_home
2010-11-08 10:31:45.512718;2010-11-08 10:31:50.064285;leave_home
2010-11-08 10:31:50.064285;2010-11-08 10:56:51.451720;relax
2010-11-08 10:56:51.451720;2010-11-08 11:16:42.271277;relax
2010-11-08 11:16:42.271277;2010-11-08 12:12:30.738619;relax
2010-11-08 12:12:30.738619;2010-11-08 13:56:20.026660;relax
2010-11-08 13:56:20.026660;2010-11-08 13:56:24.975665;enter_home
2010-11-08 13:56:24.975665;2010-11-08 13:56:29.924670;enter_home
2010-11-08 13:56:29.924670;2010-11-08 14:16:57.950824;eating
2010-11-08 14:16:57.950824;2010-11-08 14:28:33.338850;relax
2010-11-08 14:28:33.338850;2010-11-08 14:35:10.143166;work
2010-11-08 14:35:10.143166;2010-11-08 14:35:11.835960;enter_home
2010-11-08 14:35:11.835959;2010-11-08 14:35:20.648765;enter_home
2010-11-08 14:35:20.648765;2010-11-08 14:35:44.041491;enter_home
2010-11-08 14:35:44.041492;2010-11-08 15:03:55.358287;relax
2010-11-08 15:03:55.358287;2010-11-08 15:03:59.455879;enter_home
2010-11-08 15:03:59.455879;2010-11-08 15:04:03.817141;leave_home
2010-11-08 15:04:03.817141;2010-11-08 15:25:11.662875;eating
2010-11-08 15:25:11.662875;2010-11-08 16:22:18.037470;work
2010-11-08 16:22:18.037470;2010-11-08 16:23:37.182661;meal_preparation
2010-11-08 16:23:37.182661;2010-11-08 16:37:29.389953;relax
2010-11-08 16:37:29.389953;2010-11-08 16:44:26.675982;eating
2010-11-08 16:44:26.675982;2010-11-08 17:16:08.151786;relax
2010-11-08 17:16:08.151786;2010-11-08 17:45:02.882941;relax
2010-11-08 17:45:02.882941;2010-11-08 17:51:47.287673;meal_preparation
2010-11-08 17:51:47.287673;2010-11-08 18:16:25.066258;relax
2010-11-08 18:16:25.066258;2010-11-08 18:25:31.858619;relax
2010-11-08 18:25:31.858618;2010-11-08 19:11:14.491762;relax
2010-11-08 19:11:14.491762;2010-11-08 19:37:28.081110;relax
2010-11-08 19:37:28.081110;2010-11-08 19:48:18.958098;work
2010-11-08 19:48:18.958098;2010-11-08 19:52:29.506895;meal_preparation
2010-11-08 19:52:29.506895;2010-11-08 21:01:24.739422;relax
2010-11-08 21:01:24.739421;2010-11-08 21:49:45.179169;relax
2010-11-08 21:49:45.179170;2010-11-08 23:21:41.558244;relax
2010-11-08 23:21:41.558244;2010-11-09 00:53:12.049977;relax
2010-11-09 00:53:12.049977;2010-11-09 05:40:13.438522;sleeping
2010-11-09 05:40:13.438522;2010-11-09 05:46:29.190304;bed_to_toilet
2010-11-09 05:46:29.190304;2010-11-09 05:50:43.838014;meal_preparation
2010-11-09 05:50:43.838014;2010-11-09 08:31:23.236553;sleeping
2010-11-09 08:31:23.236553;2010-11-09 08:35:41.531146;meal_preparation
2010-11-09 08:35:41.531146;2010-11-09 08:48:16.389899;relax
2010-11-09 08:48:16.389899;2010-11-09 09:03:51.446161;relax
2010-11-09 09:03:51.446160;2010-11-09 09:21:28.752793;relax
2010-11-09 09:21:28.752794;2010-11-09 09:21:59.668360;eating
2010-11-09 09:21:59.668360;2010-11-09 09:29:22.923451;relax
2010-11-09 09:29:22.923451;2010-11-09 09:40:06.418544;relax
2010-11-09 09:40:06.418544;2010-11-09 10:01:17.593215;relax
2010-11-09 10:01:17.593215;2010-11-09 10:08:04.767306;eating
2010-11-09 10:08:04.767306;2010-11-09 10:11:40.962814;eating
2010-11-09 10:11:40.962815;2010-11-09 10:28:51.665448;meal_preparation
2010-11-09 10:28:51.665448;2010-11-09 10:34:43.015598;meal_preparation
2010-11-09 10:34:43.015598;2010-11-09 10:34:47.963809;enter_home
2010-11-09 10:34:47.963809;2010-11-09 10:34:52.912020;enter_home
2010-11-09 10:34:52.912020;2010-11-09 10:57:33.528933;meal_preparation
2010-11-09 10:57:33.528933;2010-11-09 11:24:57.855296;relax
2010-11-09 11:24:57.855296;2010-11-09 11:42:37.223840;relax
2010-11-09 11:42:37.223840;2010-11-09 11:42:42.114510;leave_home
2010-11-09 11:42:42.114510;2010-11-09 11:42:47.005180;leave_home
2010-11-09 11:42:47.005180;2010-11-09 11:42:51.895850;leave_home
2010-11-09 11:42:51.895850;2010-11-09 11:42:56.786520;leave_home
2010-11-09 11:42:56.786520;2010-11-09 11:43:01.677190;leave_home
2010-11-09 11:43:01.677190;2010-11-09 11:43:06.567860;leave_home
2010-11-09 11:43:06.567860;2010-11-09 11:43:11.458530;leave_home
2010-11-09 11:43:11.458530;2010-11-09 11:43:16.349200;leave_home
2010-11-09 11:43:16.349200;2010-11-09 11:43:21.239870;leave_home
2010-11-09 11:43:21.239870;2010-11-09 11:43:26.130540;leave_home
2010-11-09 11:43:26.130540;2010-11-09 11:43:31.021210;leave_home
2010-11-09 11:43:31.021210;2010-11-09 11:43:35.911880;leave_home
2010-11-09 11:43:35.911880;2010-11-09 11:43:40.802550;leave_home
